timestamp,agent.name,rule.mitre.id,rule.mitre.tactic,rule.description,rule.level,rule.id,rule.mitre.technique
"Aug 01, 2025 @ 09:30:25.456",server02,T1110,Credential Access,sshd: brute force trying to get access to the system. Authentication failed.,10,5760,Brute Force
"Aug 01, 2025 @ 09:31:47.789",webserver,T1136,Persistence,New user added to the system.,8,5902,Create Account
"Aug 01, 2025 @ 09:33:10.101",ubuntu,T1548.003,"Privilege Escalation, Defense Evasion",First time user executed sudo.,4,5403,Sudo and Sudo Caching
"Aug 01, 2025 @ 09:34:32.234",dbserver,T1110.001,Credential Access,PAM: User login failed.,5,5503,Password Guessing
"Aug 01, 2025 @ 09:35:54.567",server01,T1070.004,Impact,File deleted.,7,551,File Deletion
"Aug 01, 2025 @ 09:37:17.890",server02,T1210,Initial Access,sshd: OpenSSH challenge-response exploit.,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 09:38:39.123",ubuntu,T1499,Impact,File system full.,7,1007,Endpoint Denial of Service
"Aug 01, 2025 @ 09:40:01.456",webserver,T1053.003,Persistence,Root's crontab entry changed.,8,2833,Cron
"Aug 01, 2025 @ 09:41:24.789",dbserver,T1112,Defense Evasion,Registry Value Entry Added to the System,8,554,Modify Registry
"Aug 01, 2025 @ 09:42:46.101",server01,T1040,Discovery,Interface entered in promiscuous(sniffing) mode.,8,5104,Network Sniffing
"Aug 01, 2025 @ 09:44:08.234",ubuntu,T1562.001,Defense Evasion,Wazuh agent stopped.,3,506,Disable or Modify Tools
"Aug 01, 2025 @ 09:45:30.567",server02,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",sshd: authentication success.,3,5715,Valid Accounts
"Aug 01, 2025 @ 09:46:53.890",webserver,T1110,Credential Access,sshd: brute force trying to get access to the system. Authentication failed.,10,5760,Brute Force
"Aug 01, 2025 @ 09:48:15.123",ubuntu,T1565.001,Impact,Integrity checksum changed.,7,550,Stored Data Manipulation
"Aug 01, 2025 @ 09:49:37.456",dbserver,T1548.003,"Privilege Escalation, Defense Evasion",Successful sudo to ROOT executed.,3,5402,Sudo and Sudo Caching
"Aug 01, 2025 @ 09:50:59.789",server01,T1110.001,Credential Access,sshd: Attempt to login using a non-existent user,5,5709,Password Guessing
"Aug 01, 2025 @ 09:52:22.101",server02,T1046,Discovery,sshd: SSH Scanning.,6,5731,Network Service Scanning
"Aug 01, 2025 @ 09:53:44.234",webserver,T1190,Initial Access,sshd: Possible attack on the ssh server (or version gathering).,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 09:55:06.567",ubuntu,T1136,Persistence,New user added to the system.,8,5902,Create Account
"Aug 01, 2025 @ 09:56:29.890",dbserver,T1548.003,"Privilege Escalation, Defense Evasion",First time user executed sudo.,4,5403,Sudo and Sudo Caching
"Aug 01, 2025 @ 09:57:51.123",server01,T1110,Credential Access,Multiple authentication failures.,10,5716,Brute Force
"Aug 01, 2025 @ 09:59:13.456",server02,T1070.004,Impact,File deleted.,7,551,File Deletion
"Aug 01, 2025 @ 10:00:35.789",webserver,T1021.004,Lateral Movement,sshd: insecure connection attempt (scan).,6,5706,Remote Services: SSH
"Aug 01, 2025 @ 10:01:58.101",ubuntu,T1053.003,Persistence,Root's crontab entry changed.,8,2833,Cron
"Aug 01, 2025 @ 10:03:20.234",dbserver,T1499,Impact,File system full.,7,1007,Endpoint Denial of Service
"Aug 01, 2025 @ 10:04:42.567",server01,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",PAM: Login session opened.,3,5501,Valid Accounts
"Aug 01, 2025 @ 10:06:04.890",server02,T1112,Defense Evasion,Registry Value Entry Added to the System,8,554,Modify Registry
"Aug 01, 2025 @ 10:07:27.123",webserver,T1040,Discovery,Interface entered in promiscuous(sniffing) mode.,8,5104,Network Sniffing
"Aug 01, 2025 @ 10:08:49.456",ubuntu,T1210,Initial Access,sshd: OpenSSH challenge-response exploit.,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 10:10:11.789",dbserver,T1562.001,Defense Evasion,Wazuh agent disconnected.,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 10:11:34.101",server01,T1110.001,Credential Access,PAM: User login failed.,5,5503,Password Guessing
"Aug 01, 2025 @ 10:12:56.234",server02,T1098,Persistence,Information from the user was changed.,8,5904,Account Manipulation
"Aug 01, 2025 @ 10:14:18.567",webserver,T1531,Impact,Group (or user) deleted from the system.,3,5903,Account Access Removal
"Aug 01, 2025 @ 10:15:40.890",ubuntu,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",First time user logged in.,4,10100,Valid Accounts
"Aug 01, 2025 @ 10:17:03.123",dbserver,T1499,Impact,xinetd: Excessive number connections to a service.,10,2301,Endpoint Denial of Service
"Aug 01, 2025 @ 10:18:25.456",server01,T1014,Privilege Escalation,Possible kernel level rootkit,8,519,Rootkit
"Aug 01, 2025 @ 10:19:47.789",server02,T1110,Credential Access,sshd: Multiple authentication failures.,10,5716,Brute Force
"Aug 01, 2025 @ 10:21:10.101",webserver,T1565.001,Impact,Registry Key Integrity Checksum Changed,8,553,Stored Data Manipulation
"Aug 01, 2025 @ 10:22:32.234",ubuntu,T1072,Defense Evasion,Windows Adware/Spyware application found.,8,514,Software Deployment Tools
"Aug 01, 2025 @ 10:23:54.567",dbserver,T1548.003,"Privilege Escalation, Defense Evasion",User missed the password to change UID to root.,9,5302,Sudo and Sudo Caching
"Aug 01, 2025 @ 10:25:17.890",server01,T1110,Credential Access,syslog: User missed the password more than one time,10,2502,Brute Force
"Aug 01, 2025 @ 10:26:39.123",server02,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",sshd: authentication success.,3,5715,Valid Accounts
"Aug 01, 2025 @ 10:28:01.456",webserver,T1190,Initial Access,sshd: Possible attack on the ssh server (or version gathering).,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 10:29:24.789",ubuntu,T1021.004,Lateral Movement,sshd: insecure connection attempt (scan).,6,5706,Remote Services: SSH
"Aug 01, 2025 @ 10:30:46.101",dbserver,T1548.003,"Privilege Escalation, Defense Evasion",Successful sudo to ROOT executed.,3,5402,Sudo and Sudo Caching
"Aug 01, 2025 @ 10:32:08.234",server01,T1110.001,Credential Access,sshd: Attempt to login using a non-existent user,5,5709,Password Guessing
"Aug 01, 2025 @ 10:33:30.567",server02,T1562.001,Defense Evasion,Wazuh agent disconnected.,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 10:34:53.890",webserver,T1499,Impact,Non standard syslog message (size too large).,13,1003,Endpoint Denial of Service
"Aug 01, 2025 @ 10:36:15.123",ubuntu,T1565.001,Impact,Integrity checksum changed.,7,550,Stored Data Manipulation
"Aug 01, 2025 @ 10:37:37.456",dbserver,T1046,Discovery,sshd: SSH Scanning.,6,5731,Network Service Scanning
"Aug 01, 2025 @ 10:38:59.789",server01,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",PAM: Login session opened.,3,5501,Valid Accounts
"Aug 01, 2025 @ 10:40:22.101",server02,T1110,Credential Access,sshd: brute force trying to get access to the system. Authentication failed.,10,5760,Brute Force
"Aug 01, 2025 @ 10:41:44.234",webserver,T1136,Persistence,New user added to the system.,8,5902,Create Account
"Aug 01, 2025 @ 10:43:06.567",ubuntu,T1548.003,"Privilege Escalation, Defense Evasion",First time user executed sudo.,4,5403,Sudo and Sudo Caching
"Aug 01, 2025 @ 10:44:29.890",dbserver,T1110.001,Credential Access,PAM: User login failed.,5,5503,Password Guessing
"Aug 01, 2025 @ 10:45:51.123",server01,T1070.004,Impact,File deleted.,7,551,File Deletion
"Aug 01, 2025 @ 10:47:13.456",server02,T1210,Initial Access,sshd: OpenSSH challenge-response exploit.,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 10:48:35.789",webserver,T1499,Impact,File system full.,7,1007,Endpoint Denial of Service
"Aug 01, 2025 @ 10:49:58.101",ubuntu,T1053.003,Persistence,Root's crontab entry changed.,8,2833,Cron
"Aug 01, 2025 @ 10:51:20.234",dbserver,T1112,Defense Evasion,Registry Value Entry Added to the System,8,554,Modify Registry
"Aug 01, 2025 @ 10:52:42.567",server01,T1040,Discovery,Interface entered in promiscuous(sniffing) mode.,8,5104,Network Sniffing
"Aug 01, 2025 @ 10:54:04.890",server02,T1562.001,Defense Evasion,Wazuh agent stopped.,3,506,Disable or Modify Tools
"Aug 01, 2025 @ 10:55:27.123",webserver,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",sshd: authentication success.,3,5715,Valid Accounts
"Aug 01, 2025 @ 10:56:49.456",ubuntu,T1110,Credential Access,sshd: brute force trying to get access to the system. Authentication failed.,10,5760,Brute Force
"Aug 01, 2025 @ 10:58:11.789",dbserver,T1565.001,Impact,Integrity checksum changed.,7,550,Stored Data Manipulation
"Aug 01, 2025 @ 10:59:34.101",server01,T1548.003,"Privilege Escalation, Defense Evasion",Successful sudo to ROOT executed.,3,5402,Sudo and Sudo Caching
"Aug 01, 2025 @ 11:00:56.234",server02,T1110.001,Credential Access,sshd: Attempt to login using a non-existent user,5,5709,Password Guessing
"Aug 01, 2025 @ 11:02:18.567",webserver,T1046,Discovery,sshd: SSH Scanning.,6,5731,Network Service Scanning
"Aug 01, 2025 @ 11:03:40.890",ubuntu,T1190,Initial Access,sshd: Possible attack on the ssh server (or version gathering).,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 11:05:03.123",dbserver,T1136,Persistence,New user added to the system.,8,5902,Create Account
"Aug 01, 2025 @ 11:06:25.456",server01,T1548.003,"Privilege Escalation, Defense Evasion",First time user executed sudo.,4,5403,Sudo and Sudo Caching
"Aug 01, 2025 @ 11:07:47.789",server02,T1110,Credential Access,Multiple authentication failures.,10,5716,Brute Force
"Aug 01, 2025 @ 11:09:10.101",webserver,T1070.004,Impact,File deleted.,7,551,File Deletion
"Aug 01, 2025 @ 11:10:32.234",ubuntu,T1021.004,Lateral Movement,sshd: insecure connection attempt (scan).,6,5706,Remote Services: SSH
"Aug 01, 2025 @ 11:11:54.567",dbserver,T1053.003,Persistence,Root's crontab entry changed.,8,2833,Cron
"Aug 01, 2025 @ 11:13:17.890",server01,T1499,Impact,File system full.,7,1007,Endpoint Denial of Service
"Aug 01, 2025 @ 11:14:39.123",server02,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",PAM: Login session opened.,3,5501,Valid Accounts
"Aug 01, 2025 @ 11:16:01.456",webserver,T1112,Defense Evasion,Registry Value Entry Added to the System,8,554,Modify Registry
"Aug 01, 2025 @ 11:17:23.789",ubuntu,T1040,Discovery,Interface entered in promiscuous(sniffing) mode.,8,5104,Network Sniffing
"Aug 01, 2025 @ 11:18:46.101",dbserver,T1210,Initial Access,sshd: OpenSSH challenge-response exploit.,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 11:20:08.234",server01,T1562.001,Defense Evasion,Wazuh agent disconnected.,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 11:21:30.567",server02,T1110.001,Credential Access,PAM: User login failed.,5,5503,Password Guessing
"Aug 01, 2025 @ 11:22:53.890",webserver,T1098,Persistence,Information from the user was changed.,8,5904,Account Manipulation
"Aug 01, 2025 @ 11:24:15.123",ubuntu,T1531,Impact,Group (or user) deleted from the system.,3,5903,Account Access Removal
"Aug 01, 2025 @ 11:25:37.456",dbserver,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",First time user logged in.,4,10100,Valid Accounts
"Aug 01, 2025 @ 11:26:59.789",server01,T1499,Impact,xinetd: Excessive number connections to a service.,10,2301,Endpoint Denial of Service
"Aug 01, 2025 @ 11:28:22.101",server02,T1014,Privilege Escalation,Possible kernel level rootkit,8,519,Rootkit
"Aug 01, 2025 @ 11:29:44.234",webserver,T1110,Credential Access,sshd: Multiple authentication failures.,10,5716,Brute Force
"Aug 01, 2025 @ 11:31:06.567",ubuntu,T1565.001,Impact,Registry Key Integrity Checksum Changed,8,553,Stored Data Manipulation
"Aug 01, 2025 @ 11:32:29.890",dbserver,T1072,Defense Evasion,Windows Adware/Spyware application found.,8,514,Software Deployment Tools
"Aug 01, 2025 @ 11:33:51.123",server01,T1548.003,"Privilege Escalation, Defense Evasion",User missed the password to change UID to root.,9,5302,Sudo and Sudo Caching
"Aug 01, 2025 @ 11:35:13.456",server02,T1110,Credential Access,syslog: User missed the password more than one time,10,2502,Brute Force
"Aug 01, 2025 @ 11:36:35.789",webserver,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",sshd: authentication success.,3,5715,Valid Accounts
"Aug 01, 2025 @ 11:37:58.101",ubuntu,T1190,Initial Access,sshd: Possible attack on the ssh server (or version gathering).,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 11:39:20.234",dbserver,T1021.004,Lateral Movement,sshd: insecure connection attempt (scan).,6,5706,Remote Services: SSH
"Aug 01, 2025 @ 11:40:42.567",server01,T1548.003,"Privilege Escalation, Defense Evasion",Successful sudo to ROOT executed.,3,5402,Sudo and Sudo Caching
"Aug 01, 2025 @ 11:42:04.890",server02,T1110.001,Credential Access,sshd: Attempt to login using a non-existent user,5,5709,Password Guessing
"Aug 01, 2025 @ 11:43:27.123",webserver,T1562.001,Defense Evasion,Wazuh agent disconnected.,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 11:44:49.456",ubuntu,T1499,Impact,Non standard syslog message (size too large).,13,1003,Endpoint Denial of Service
"Aug 01, 2025 @ 11:46:11.789",dbserver,T1565.001,Impact,Integrity checksum changed.,7,550,Stored Data Manipulation
"Aug 01, 2025 @ 11:47:34.101",server01,T1046,Discovery,sshd: SSH Scanning.,6,5731,Network Service Scanning
"Aug 01, 2025 @ 11:48:56.234",server02,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",PAM: Login session opened.,3,5501,Valid Accounts
"Aug 01, 2025 @ 11:50:18.567",webserver,T1110,Credential Access,sshd: brute force trying to get access to the system. Authentication failed.,10,5760,Brute Force
"Aug 01, 2025 @ 11:51:41.890",ubuntu,T1136,Persistence,New user added to the system.,8,5902,Create Account
"Aug 01, 2025 @ 11:53:03.123",dbserver,T1548.003,"Privilege Escalation, Defense Evasion",First time user executed sudo.,4,5403,Sudo and Sudo Caching
"Aug 01, 2025 @ 11:54:25.456",server01,T1110.001,Credential Access,PAM: User login failed.,5,5503,Password Guessing
"Aug 01, 2025 @ 11:55:47.789",server02,T1070.004,Impact,File deleted.,7,551,File Deletion
"Aug 01, 2025 @ 11:57:10.101",webserver,T1210,Initial Access,sshd: OpenSSH challenge-response exploit.,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 11:58:32.234",ubuntu,T1499,Impact,File system full.,7,1007,Endpoint Denial of Service
"Aug 01, 2025 @ 11:59:54.567",dbserver,T1053.003,Persistence,Root's crontab entry changed.,8,2833,Cron
"Aug 01, 2025 @ 12:01:17.890",server01,T1112,Defense Evasion,Registry Value Entry Added to the System,8,554,Modify Registry
"Aug 01, 2025 @ 12:02:39.123",server02,T1040,Discovery,Interface entered in promiscuous(sniffing) mode.,8,5104,Network Sniffing
"Aug 01, 2025 @ 12:04:01.456",webserver,T1562.001,Defense Evasion,Wazuh agent stopped.,3,506,Disable or Modify Tools
"Aug 01, 2025 @ 12:05:24.789",ubuntu,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",sshd: authentication success.,3,5715,Valid Accounts
"Aug 01, 2025 @ 12:06:46.101",dbserver,T1110,Credential Access,sshd: brute force trying to get access to the system. Authentication failed.,10,5760,Brute Force
"Aug 01, 2025 @ 12:08:08.234",server01,T1565.001,Impact,Integrity checksum changed.,7,550,Stored Data Manipulation
"Aug 01, 2025 @ 12:09:30.567",server02,T1548.003,"Privilege Escalation, Defense Evasion",Successful sudo to ROOT executed.,3,5402,Sudo and Sudo Caching
"Aug 01, 2025 @ 12:10:53.890",webserver,T1110.001,Credential Access,sshd: Attempt to login using a non-existent user,5,5709,Password Guessing
"Aug 01, 2025 @ 12:12:15.123",ubuntu,T1046,Discovery,sshd: SSH Scanning.,6,5731,Network Service Scanning
"Aug 01, 2025 @ 12:13:37.456",dbserver,T1190,Initial Access,sshd: Possible attack on the ssh server (or version gathering).,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 12:14:59.789",server01,T1136,Persistence,New user added to the system.,8,5902,Create Account
"Aug 01, 2025 @ 12:16:22.101",server02,T1548.003,"Privilege Escalation, Defense Evasion",First time user executed sudo.,4,5403,Sudo and Sudo Caching
"Aug 01, 2025 @ 12:17:44.234",webserver,T1110,Credential Access,Multiple authentication failures.,10,5716,Brute Force
"Aug 01, 2025 @ 12:19:06.567",ubuntu,T1070.004,Impact,File deleted.,7,551,File Deletion
"Aug 01, 2025 @ 12:20:29.890",dbserver,T1021.004,Lateral Movement,sshd: insecure connection attempt (scan).,6,5706,Remote Services: SSH
"Aug 01, 2025 @ 12:21:51.123",server01,T1053.003,Persistence,Root's crontab entry changed.,8,2833,Cron
"Aug 01, 2025 @ 12:23:13.456",server02,T1499,Impact,File system full.,7,1007,Endpoint Denial of Service
"Aug 01, 2025 @ 12:24:35.789",webserver,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",PAM: Login session opened.,3,5501,Valid Accounts
"Aug 01, 2025 @ 12:25:58.101",ubuntu,T1112,Defense Evasion,Registry Value Entry Added to the System,8,554,Modify Registry
"Aug 01, 2025 @ 12:27:20.234",dbserver,T1040,Discovery,Interface entered in promiscuous(sniffing) mode.,8,5104,Network Sniffing
"Aug 01, 2025 @ 12:28:42.567",server01,T1210,Initial Access,sshd: OpenSSH challenge-response exploit.,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 12:30:04.890",server02,T1562.001,Defense Evasion,Wazuh agent disconnected.,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 12:31:27.123",webserver,T1110.001,Credential Access,PAM: User login failed.,5,5503,Password Guessing
"Aug 01, 2025 @ 12:32:49.456",ubuntu,T1098,Persistence,Information from the user was changed.,8,5904,Account Manipulation
"Aug 01, 2025 @ 12:34:11.789",dbserver,T1531,Impact,Group (or user) deleted from the system.,3,5903,Account Access Removal
"Aug 01, 2025 @ 12:35:34.101",server01,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",First time user logged in.,4,10100,Valid Accounts
"Aug 01, 2025 @ 12:36:56.234",server02,T1499,Impact,xinetd: Excessive number connections to a service.,10,2301,Endpoint Denial of Service
"Aug 01, 2025 @ 12:38:18.567",webserver,T1014,Privilege Escalation,Possible kernel level rootkit,8,519,Rootkit
"Aug 01, 2025 @ 12:39:41.890",ubuntu,T1110,Credential Access,sshd: Multiple authentication failures.,10,5716,Brute Force
"Aug 01, 2025 @ 12:41:03.123",dbserver,T1565.001,Impact,Registry Key Integrity Checksum Changed,8,553,Stored Data Manipulation
"Aug 01, 2025 @ 12:42:25.456",server01,T1072,Defense Evasion,Windows Adware/Spyware application found.,8,514,Software Deployment Tools
"Aug 01, 2025 @ 12:43:47.789",server02,T1548.003,"Privilege Escalation, Defense Evasion",User missed the password to change UID to root.,9,5302,Sudo and Sudo Caching
"Aug 01, 2025 @ 12:45:10.101",webserver,T1110,Credential Access,syslog: User missed the password more than one time,10,2502,Brute Force
"Aug 01, 2025 @ 12:46:32.234",ubuntu,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",sshd: authentication success.,3,5715,Valid Accounts
"Aug 01, 2025 @ 12:47:54.567",dbserver,T1190,Initial Access,sshd: Possible attack on the ssh server (or version gathering).,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 12:49:17.890",server01,T1021.004,Lateral Movement,sshd: insecure connection attempt (scan).,6,5706,Remote Services: SSH
"Aug 01, 2025 @ 12:50:39.123",server02,T1548.003,"Privilege Escalation, Defense Evasion",Successful sudo to ROOT executed.,3,5402,Sudo and Sudo Caching
"Aug 01, 2025 @ 12:52:01.456",webserver,T1110.001,Credential Access,sshd: Attempt to login using a non-existent user,5,5709,Password Guessing
"Aug 01, 2025 @ 12:53:24.789",ubuntu,T1562.001,Defense Evasion,Wazuh agent disconnected.,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 12:54:46.101",dbserver,T1499,Impact,Non standard syslog message (size too large).,13,1003,Endpoint Denial of Service
"Aug 01, 2025 @ 12:56:08.234",server01,T1565.001,Impact,Integrity checksum changed.,7,550,Stored Data Manipulation
"Aug 01, 2025 @ 12:57:30.567",server02,T1046,Discovery,sshd: SSH Scanning.,6,5731,Network Service Scanning
"Aug 01, 2025 @ 12:58:53.890",webserver,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",PAM: Login session opened.,3,5501,Valid Accounts
"Aug 01, 2025 @ 13:00:15.123",ubuntu,T1110,Credential Access,sshd: brute force trying to get access to the system. Authentication failed.,10,5760,Brute Force
"Aug 01, 2025 @ 13:01:37.456",dbserver,T1136,Persistence,New user added to the system.,8,5902,Create Account
"Aug 01, 2025 @ 13:02:59.789",server01,T1548.003,"Privilege Escalation, Defense Evasion",First time user executed sudo.,4,5403,Sudo and Sudo Caching
"Aug 01, 2025 @ 13:04:22.101",server02,T1110.001,Credential Access,PAM: User login failed.,5,5503,Password Guessing
"Aug 01, 2025 @ 13:05:44.234",webserver,T1070.004,Impact,File deleted.,7,551,File Deletion
"Aug 01, 2025 @ 13:07:06.567",ubuntu,T1210,Initial Access,sshd: OpenSSH challenge-response exploit.,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 13:08:29.890",dbserver,T1499,Impact,File system full.,7,1007,Endpoint Denial of Service
"Aug 01, 2025 @ 13:09:51.123",server01,T1053.003,Persistence,Root's crontab entry changed.,8,2833,Cron
"Aug 01, 2025 @ 13:11:13.456",server02,T1112,Defense Evasion,Registry Value Entry Added to the System,8,554,Modify Registry
"Aug 01, 2025 @ 13:12:35.789",webserver,T1040,Discovery,Interface entered in promiscuous(sniffing) mode.,8,5104,Network Sniffing
"Aug 01, 2025 @ 13:13:58.101",ubuntu,T1562.001,Defense Evasion,Wazuh agent stopped.,3,506,Disable or Modify Tools
"Aug 01, 2025 @ 13:15:20.234",dbserver,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",sshd: authentication success.,3,5715,Valid Accounts
"Aug 01, 2025 @ 13:16:42.567",server01,T1110,Credential Access,sshd: brute force trying to get access to the system. Authentication failed.,10,5760,Brute Force
"Aug 01, 2025 @ 13:18:04.890",server02,T1565.001,Impact,Integrity checksum changed.,7,550,Stored Data Manipulation
"Aug 01, 2025 @ 13:19:27.123",webserver,T1548.003,"Privilege Escalation, Defense Evasion",Successful sudo to ROOT executed.,3,5402,Sudo and Sudo Caching
"Aug 01, 2025 @ 13:20:49.456",ubuntu,T1110.001,Credential Access,sshd: Attempt to login using a non-existent user,5,5709,Password Guessing
"Aug 01, 2025 @ 13:22:11.789",dbserver,T1046,Discovery,sshd: SSH Scanning.,6,5731,Network Service Scanning
"Aug 01, 2025 @ 13:23:34.101",server01,T1190,Initial Access,sshd: Possible attack on the ssh server (or version gathering).,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 13:24:56.234",server02,T1136,Persistence,New user added to the system.,8,5902,Create Account
"Aug 01, 2025 @ 13:26:18.567",webserver,T1548.003,"Privilege Escalation, Defense Evasion",First time user executed sudo.,4,5403,Sudo and Sudo Caching
"Aug 01, 2025 @ 13:27:41.890",ubuntu,T1110,Credential Access,Multiple authentication failures.,10,5716,Brute Force
"Aug 01, 2025 @ 13:29:03.123",dbserver,T1070.004,Impact,File deleted.,7,551,File Deletion
"Aug 01, 2025 @ 13:30:25.456",server01,T1021.004,Lateral Movement,sshd: insecure connection attempt (scan).,6,5706,Remote Services: SSH
"Aug 01, 2025 @ 13:31:47.789",server02,T1053.003,Persistence,Root's crontab entry changed.,8,2833,Cron
"Aug 01, 2025 @ 13:33:10.101",webserver,T1499,Impact,File system full.,7,1007,Endpoint Denial of Service
"Aug 01, 2025 @ 13:34:32.234",ubuntu,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",PAM: Login session opened.,3,5501,Valid Accounts
"Aug 01, 2025 @ 13:35:54.567",dbserver,T1112,Defense Evasion,Registry Value Entry Added to the System,8,554,Modify Registry
"Aug 01, 2025 @ 13:37:17.890",server01,T1040,Discovery,Interface entered in promiscuous(sniffing) mode.,8,5104,Network Sniffing
"Aug 01, 2025 @ 13:38:39.123",server02,T1210,Initial Access,sshd: OpenSSH challenge-response exploit.,14,5707,Exploitation of Remote Services
"Aug 01, 2025 @ 13:40:01.456",webserver,T1562.001,Defense Evasion,Wazuh agent disconnected.,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 13:41:24.789",ubuntu,T1110.001,Credential Access,PAM: User login failed.,5,5503,Password Guessing
"Aug 01, 2025 @ 13:42:46.101",dbserver,T1098,Persistence,Information from the user was changed.,8,5904,Account Manipulation
"Aug 01, 2025 @ 13:44:08.234",server01,T1531,Impact,Group (or user) deleted from the system.,3,5903,Account Access Removal
"Aug 01, 2025 @ 13:45:30.567",server02,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",First time user logged in.,4,10100,Valid Accounts
"Aug 01, 2025 @ 13:46:53.890",webserver,T1499,Impact,xinetd: Excessive number connections to a service.,10,2301,Endpoint Denial of Service
"Aug 01, 2025 @ 13:48:15.123",ubuntu,T1014,Privilege Escalation,Possible kernel level rootkit,8,519,Rootkit
"Aug 01, 2025 @ 13:49:37.456",dbserver,T1110,Credential Access,sshd: Multiple authentication failures.,10,5716,Brute Force
"Aug 01, 2025 @ 13:50:59.789",server01,T1565.001,Impact,Registry Key Integrity Checksum Changed,8,553,Stored Data Manipulation
"Aug 01, 2025 @ 13:52:22.101",server02,T1072,Defense Evasion,Windows Adware/Spyware application found.,8,514,Software Deployment Tools
"Aug 01, 2025 @ 13:53:44.234",webserver,T1548.003,"Privilege Escalation, Defense Evasion",User missed the password to change UID to root.,9,5302,Sudo and Sudo Caching
"Aug 01, 2025 @ 13:55:06.567",ubuntu,T1110,Credential Access,syslog: User missed the password more than one time,10,2502,Brute Force
"Aug 01, 2025 @ 13:56:29.890",dbserver,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",sshd: authentication success.,3,5715,Valid Accounts
"Aug 01, 2025 @ 13:57:51.123",server01,T1190,Initial Access,sshd: Possible attack on the ssh server (or version gathering).,8,5701,Exploit Public-Facing Application
"Aug 01, 2025 @ 13:59:13.456",server02,T1021.004,Lateral Movement,sshd: insecure connection attempt (scan).,6,5706,Remote Services: SSH
"Aug 01, 2025 @ 14:00:35.789",webserver,T1548.003,"Privilege Escalation, Defense Evasion",Successful sudo to ROOT executed.,3,5402,Sudo and Sudo Caching
"Aug 01, 2025 @ 14:01:58.101",ubuntu,T1110.001,Credential Access,sshd: Attempt to login using a non-existent user,5,5709,Password Guessing
"Aug 01, 2025 @ 14:03:20.234",dbserver,T1562.001,Defense Evasion,Wazuh agent disconnected.,3,504,Disable or Modify Tools
"Aug 01, 2025 @ 14:04:42.567",server01,T1499,Impact,Non standard syslog message (size too large).,13,1003,Endpoint Denial of Service
"Aug 01, 2025 @ 14:06:04.890",server02,T1565.001,Impact,Integrity checksum changed.,7,550,Stored Data Manipulation
"Aug 01, 2025 @ 14:07:27.123",webserver,T1046,Discovery,sshd: SSH Scanning.,6,5731,Network Service Scanning
"Aug 01, 2025 @ 14:08:49.456",ubuntu,T1078,"Defense Evasion, Persistence, Privilege Escalation, Initial Access",PAM: Login session opened.,3,5501,Valid Accounts
"Aug 01, 2025 @ 14:10:11.789",dbserver,T1110,Credential Access,sshd: brute force trying to get access to the system. Authentication failed.,10,5760,Brute Force
"Aug 01, 2025 @ 14:11:34.101",server01,T1136,Persistence,New user added to the system.,8,5902,Create Account
